Unnamed: 0,Folder name,Clip Name,Image Number,DateTime,Temperature,Humidity,Precipitation,Dew Point,Wind Direction,Wind Speed,Sun Radiation Intensity,Min of sunshine latest 10 min
602700,20210209,clip_5_0211,87,2021-02-09 02:11:00,-4.7,78,0.0,-7.9,49,3.9,0,0.0
602161,20210209,clip_1_0028,32,2021-02-09 00:28:00,-4.4,79,0.0,-7.6,49,3.6,0,0.0
602217,20210209,clip_1_0028,88,2021-02-09 00:28:00,-4.4,79,0.0,-7.6,49,3.6,0,0.0
602040,20210209,clip_0_0000,32,2021-02-09 00:00:00,-4.7,79,0.0,-7.8,51,3.2,0,0.0
602095,20210209,clip_0_0000,87,2021-02-09 00:00:00,-4.7,79,0.0,-7.8,51,3.2,0,0.0
602645,20210209,clip_5_0211,32,2021-02-09 02:11:00,-4.7,78,0.0,-7.9,49,3.9,0,0.0
603008,20210209,clip_8_0335,32,2021-02-09 03:35:00,-5.0,78,0.0,-8.2,48,3.4,0,0.0
603371,20210209,clip_11_0459,32,2021-02-09 04:59:00,-5.2,79,0.0,-8.3,45,4.1,0,0.0
603426,20210209,clip_11_0459,87,2021-02-09 04:59:00,-5.2,79,0.0,-8.3,45,4.1,0,0.0
603613,20210209,clip_13_0555,32,2021-02-09 05:55:00,-5.1,78,0.0,-8.4,44,3.3,0,0.0
603668,20210209,clip_13_0555,87,2021-02-09 05:55:00,-5.1,78,0.0,-8.4,44,3.3,0,0.0
604031,20210209,clip_16_0719,87,2021-02-09 07:19:00,-5.3,76,0.0,-8.9,48,3.6,4,0.0
604218,20210209,clip_18_0815,32,2021-02-09 08:15:00,-5.0,75,0.0,-8.7,54,3.9,42,0.0
604273,20210209,clip_18_0815,87,2021-02-09 08:15:00,-5.0,75,0.0,-8.7,54,3.9,42,0.0
604339,20210209,clip_19_0843,32,2021-02-09 08:43:00,-4.8,75,0.0,-8.6,50,4.5,69,0.0
604460,20210209,clip_20_0911,32,2021-02-09 09:11:00,-4.6,73,0.0,-8.7,51,4.0,98,0.0
604515,20210209,clip_20_0911,87,2021-02-09 09:11:00,-4.6,73,0.0,-8.7,51,4.0,98,0.0
604878,20210209,clip_23_1035,87,2021-02-09 10:35:00,-4.2,72,0.0,-8.5,51,4.3,169,0.0
606694,20210209,clip_38_2133,88,2021-02-09 21:33:00,-5.2,72,0.0,-9.4,52,2.9,0,0.0
606759,20210209,clip_39_2201,32,2021-02-09 22:01:00,-5.3,73,0.0,-9.4,49,3.0,0,0.0
606640,20210209,clip_38_2133,34,2021-02-09 21:33:00,-5.2,72,0.0,-9.4,52,2.9,0,0.0
605486,20210209,clip_28_1653,90,2021-02-09 16:53:00,-5.4,69,0.0,-10.2,47,3.2,0,0.0
605436,20210209,clip_28_1653,40,2021-02-09 16:53:00,-5.4,69,0.0,-10.2,47,3.2,0,0.0
605874,20210209,clip_31_1817,115,2021-02-09 18:17:00,-5.4,70,0.0,-10.0,53,3.1,0,0.0
602279,20210209,clip_2_0056,29,2021-02-09 00:56:00,-4.7,78,0.0,-8.0,51,3.4,0,0.0
602328,20210209,clip_2_0056,78,2021-02-09 00:56:00,-4.7,78,0.0,-8.0,51,3.4,0,0.0
602377,20210209,clip_3_0124,6,2021-02-09 01:24:00,-4.7,78,0.0,-8.0,50,4.2,0,0.0
602426,20210209,clip_3_0124,55,2021-02-09 01:24:00,-4.7,78,0.0,-8.0,50,4.2,0,0.0
605159,20210209,clip_26_1557,5,2021-02-09 15:57:00,-5.3,64,0.0,-11.1,45,3.4,7,0.0
605203,20210209,clip_26_1557,49,2021-02-09 15:57:00,-5.3,64,0.0,-11.1,45,3.4,7,0.0
605247,20210209,clip_26_1557,93,2021-02-09 15:57:00,-5.3,64,0.0,-11.1,45,3.4,7,0.0
605785,20210209,clip_31_1817,26,2021-02-09 18:17:00,-5.4,70,0.0,-10.0,53,3.1,0,0.0
604091,20210209,clip_17_0747,26,2021-02-09 07:47:00,-5.1,73,0.0,-9.1,50,4.1,18,0.0
604660,20210209,clip_21_0939,111,2021-02-09 09:39:00,-4.5,72,0.0,-8.7,47,4.0,100,0.0
602881,20210209,clip_7_0307,26,2021-02-09 03:07:00,-4.9,79,0.0,-8.0,43,3.7,0,0.0
604575,20210209,clip_21_0939,26,2021-02-09 09:39:00,-4.5,72,0.0,-8.7,47,4.0,100,0.0
604617,20210209,clip_21_0939,68,2021-02-09 09:39:00,-4.5,72,0.0,-8.7,47,4.0,100,0.0
604703,20210209,clip_22_1007,33,2021-02-09 10:07:00,-4.5,75,0.0,-8.3,53,3.6,107,0.0
605828,20210209,clip_31_1817,69,2021-02-09 18:17:00,-5.4,70,0.0,-10.0,53,3.1,0,0.0
606209,20210209,clip_34_1941,87,2021-02-09 19:41:00,-5.2,71,0.0,-9.7,50,3.0,0,0.0
606252,20210209,clip_35_2009,9,2021-02-09 20:09:00,-5.2,72,0.0,-9.5,51,3.2,0,0.0
606294,20210209,clip_35_2009,51,2021-02-09 20:09:00,-5.2,72,0.0,-9.5,51,3.2,0,0.0
606336,20210209,clip_35_2009,93,2021-02-09 20:09:00,-5.2,72,0.0,-9.5,51,3.2,0,0.0
602829,20210209,clip_6_0239,95,2021-02-09 02:39:00,-4.8,79,0.0,-8.0,46,4.4,0,0.0
605128,20210209,clip_25_1529,95,2021-02-09 15:29:00,-5.1,61,0.0,-11.4,44,3.8,26,0.0
605088,20210209,clip_25_1529,55,2021-02-09 15:29:00,-5.1,61,0.0,-11.4,44,3.8,26,0.0
603707,20210209,clip_14_0623,5,2021-02-09 06:23:00,-5.2,78,0.0,-8.4,46,3.5,0,0.0
602790,20210209,clip_6_0239,56,2021-02-09 02:39:00,-4.8,79,0.0,-8.0,46,4.4,0,0.0
603204,20210209,clip_9_0403,107,2021-02-09 04:03:00,-5.0,78,0.0,-8.2,47,3.6,0,0.0
603314,20210209,clip_10_0431,96,2021-02-09 04:31:00,-5.0,79,0.0,-8.1,48,4.2,0,0.0
603745,20210209,clip_14_0623,43,2021-02-09 06:23:00,-5.2,78,0.0,-8.4,46,3.5,0,0.0
603783,20210209,clip_14_0623,81,2021-02-09 06:23:00,-5.2,78,0.0,-8.4,46,3.5,0,0.0
603858,20210209,clip_15_0651,35,2021-02-09 06:51:00,-5.2,77,0.0,-8.6,51,3.3,0,0.0
605612,20210209,clip_29_1721,95,2021-02-09 17:21:00,-5.3,70,0.0,-10.0,45,3.5,0,0.0
606944,20210209,clip_40_2229,96,2021-02-09 22:29:00,-5.4,70,0.0,-10.0,48,2.9,0,0.0
603091,20210209,clip_8_0335,115,2021-02-09 03:35:00,-5.0,78,0.0,-8.2,48,3.4,0,0.0
603165,20210209,clip_9_0403,68,2021-02-09 04:03:00,-5.0,78,0.0,-8.2,47,3.6,0,0.0
603054,20210209,clip_8_0335,78,2021-02-09 03:35:00,-5.0,78,0.0,-8.2,48,3.4,0,0.0
603128,20210209,clip_9_0403,31,2021-02-09 04:03:00,-5.0,78,0.0,-8.2,47,3.6,0,0.0
603276,20210209,clip_10_0431,58,2021-02-09 04:31:00,-5.0,79,0.0,-8.1,48,4.2,0,0.0
605575,20210209,clip_29_1721,58,2021-02-09 17:21:00,-5.3,70,0.0,-10.0,45,3.5,0,0.0
606906,20210209,clip_40_2229,58,2021-02-09 22:29:00,-5.4,70,0.0,-10.0,48,2.9,0,0.0
602468,20210209,clip_3_0124,97,2021-02-09 01:24:00,-4.7,78,0.0,-8.0,50,4.2,0,0.0
602953,20210209,clip_7_0307,98,2021-02-09 03:07:00,-4.9,79,0.0,-8.0,43,3.7,0,0.0
603240,20210209,clip_10_0431,22,2021-02-09 04:31:00,-5.0,79,0.0,-8.1,48,4.2,0,0.0
604163,20210209,clip_17_0747,98,2021-02-09 07:47:00,-5.1,73,0.0,-9.1,50,4.1,18,0.0
605539,20210209,clip_29_1721,22,2021-02-09 17:21:00,-5.3,70,0.0,-10.0,45,3.5,0,0.0
606870,20210209,clip_40_2229,22,2021-02-09 22:29:00,-5.4,70,0.0,-10.0,48,2.9,0,0.0
602919,20210209,clip_7_0307,64,2021-02-09 03:07:00,-4.9,79,0.0,-8.0,43,3.7,0,0.0
604129,20210209,clip_17_0747,64,2021-02-09 07:47:00,-5.1,73,0.0,-9.1,50,4.1,18,0.0
602755,20210209,clip_6_0239,21,2021-02-09 02:39:00,-4.8,79,0.0,-8.0,46,4.4,0,0.0
603469,20210209,clip_12_0527,9,2021-02-09 05:27:00,-5.2,79,0.0,-8.3,47,4.2,0,0.0
603529,20210209,clip_12_0527,69,2021-02-09 05:27:00,-5.2,79,0.0,-8.3,47,4.2,0,0.0
603559,20210209,clip_12_0527,99,2021-02-09 05:27:00,-5.2,79,0.0,-8.3,47,4.2,0,0.0
603817,20210209,clip_14_0623,115,2021-02-09 06:23:00,-5.2,78,0.0,-8.4,46,3.5,0,0.0
603922,20210209,clip_15_0651,99,2021-02-09 06:51:00,-5.2,77,0.0,-8.6,51,3.3,0,0.0
604770,20210209,clip_22_1007,100,2021-02-09 10:07:00,-4.5,75,0.0,-8.3,53,3.6,107,0.0
604921,20210209,clip_24_1103,9,2021-02-09 11:03:00,-4.2,69,0.0,-9.0,56,4.9,213,10.0
604951,20210209,clip_24_1103,39,2021-02-09 11:03:00,-4.2,69,0.0,-9.0,56,4.9,213,10.0
604982,20210209,clip_24_1103,70,2021-02-09 11:03:00,-4.2,69,0.0,-9.0,56,4.9,213,10.0
605012,20210209,clip_24_1103,100,2021-02-09 11:03:00,-4.2,69,0.0,-9.0,56,4.9,213,10.0
605053,20210209,clip_25_1529,20,2021-02-09 15:29:00,-5.1,61,0.0,-11.4,44,3.8,26,0.0
606142,20210209,clip_34_1941,20,2021-02-09 19:41:00,-5.2,71,0.0,-9.7,50,3.0,0,0.0
606172,20210209,clip_34_1941,50,2021-02-09 19:41:00,-5.2,71,0.0,-9.7,50,3.0,0,0.0
606505,20210209,clip_37_2105,20,2021-02-09 21:05:00,-5.2,73,0.0,-9.4,52,3.1,0,0.0
606536,20210209,clip_37_2105,51,2021-02-09 21:05:00,-5.2,73,0.0,-9.4,52,3.1,0,0.0
606568,20210209,clip_37_2105,83,2021-02-09 21:05:00,-5.2,73,0.0,-9.4,52,3.1,0,0.0
606598,20210209,clip_37_2105,113,2021-02-09 21:05:00,-5.2,73,0.0,-9.4,52,3.1,0,0.0
603499,20210209,clip_12_0527,39,2021-02-09 05:27:00,-5.2,79,0.0,-8.3,47,4.2,0,0.0
603892,20210209,clip_15_0651,69,2021-02-09 06:51:00,-5.2,77,0.0,-8.6,51,3.3,0,0.0
604739,20210209,clip_22_1007,69,2021-02-09 10:07:00,-4.5,75,0.0,-8.3,53,3.6,107,0.0
604287,20210209,clip_18_0815,101,2021-02-09 08:15:00,-5.0,75,0.0,-8.7,54,3.9,42,0.0
604892,20210209,clip_23_1035,101,2021-02-09 10:35:00,-4.2,72,0.0,-8.5,51,4.3,169,0.0
605684,20210209,clip_30_1749,46,2021-02-09 17:49:00,-5.5,70,0.0,-10.1,47,3.2,0,0.0
605981,20210209,clip_32_1845,101,2021-02-09 18:45:00,-5.2,70,0.0,-9.9,48,3.3,0,0.0
606102,20210209,clip_33_1913,101,2021-02-09 19:13:00,-5.3,71,0.0,-9.7,50,2.8,0,0.0
606773,20210209,clip_39_2201,46,2021-02-09 22:01:00,-5.3,73,0.0,-9.4,49,3.0,0,0.0
602175,20210209,clip_1_0028,46,2021-02-09 00:28:00,-4.4,79,0.0,-7.6,49,3.6,0,0.0
602054,20210209,clip_0_0000,46,2021-02-09 00:00:00,-4.7,79,0.0,-7.8,51,3.2,0,0.0
602109,20210209,clip_0_0000,101,2021-02-09 00:00:00,-4.7,79,0.0,-7.8,51,3.2,0,0.0
602203,20210209,clip_1_0028,74,2021-02-09 00:28:00,-4.4,79,0.0,-7.6,49,3.6,0,0.0
602538,20210209,clip_4_0143,46,2021-02-09 01:43:00,-4.6,79,0.0,-7.8,49,3.9,0,0.0
602566,20210209,clip_4_0143,74,2021-02-09 01:43:00,-4.6,79,0.0,-7.8,49,3.9,0,0.0
602659,20210209,clip_5_0211,46,2021-02-09 02:11:00,-4.7,78,0.0,-7.9,49,3.9,0,0.0
602714,20210209,clip_5_0211,101,2021-02-09 02:11:00,-4.7,78,0.0,-7.9,49,3.9,0,0.0
603022,20210209,clip_8_0335,46,2021-02-09 03:35:00,-5.0,78,0.0,-8.2,48,3.4,0,0.0
603385,20210209,clip_11_0459,46,2021-02-09 04:59:00,-5.2,79,0.0,-8.3,45,4.1,0,0.0
603440,20210209,clip_11_0459,101,2021-02-09 04:59:00,-5.2,79,0.0,-8.3,45,4.1,0,0.0
603627,20210209,clip_13_0555,46,2021-02-09 05:55:00,-5.1,78,0.0,-8.4,44,3.3,0,0.0
603682,20210209,clip_13_0555,101,2021-02-09 05:55:00,-5.1,78,0.0,-8.4,44,3.3,0,0.0
603963,20210209,clip_16_0719,19,2021-02-09 07:19:00,-5.3,76,0.0,-8.9,48,3.6,4,0.0
604045,20210209,clip_16_0719,101,2021-02-09 07:19:00,-5.3,76,0.0,-8.9,48,3.6,4,0.0
604232,20210209,clip_18_0815,46,2021-02-09 08:15:00,-5.0,75,0.0,-8.7,54,3.9,42,0.0
604353,20210209,clip_19_0843,46,2021-02-09 08:43:00,-4.8,75,0.0,-8.6,50,4.5,69,0.0
604381,20210209,clip_19_0843,74,2021-02-09 08:43:00,-4.8,75,0.0,-8.6,50,4.5,69,0.0
604474,20210209,clip_20_0911,46,2021-02-09 09:11:00,-4.6,73,0.0,-8.7,51,4.0,98,0.0
604529,20210209,clip_20_0911,101,2021-02-09 09:11:00,-4.6,73,0.0,-8.7,51,4.0,98,0.0
604810,20210209,clip_23_1035,19,2021-02-09 10:35:00,-4.2,72,0.0,-8.5,51,4.3,169,0.0
605294,20210209,clip_27_1625,19,2021-02-09 16:25:00,-5.5,68,0.0,-10.5,42,2.9,1,0.0
605349,20210209,clip_27_1625,74,2021-02-09 16:25:00,-5.5,68,0.0,-10.5,42,2.9,1,0.0
605712,20210209,clip_30_1749,74,2021-02-09 17:49:00,-5.5,70,0.0,-10.1,47,3.2,0,0.0
605926,20210209,clip_32_1845,46,2021-02-09 18:45:00,-5.2,70,0.0,-9.9,48,3.3,0,0.0
606047,20210209,clip_33_1913,46,2021-02-09 19:13:00,-5.3,71,0.0,-9.7,50,2.8,0,0.0
606410,20210209,clip_36_2037,46,2021-02-09 20:37:00,-5.1,72,0.0,-9.4,53,3.2,0,0.0
606465,20210209,clip_36_2037,101,2021-02-09 20:37:00,-5.1,72,0.0,-9.4,53,3.2,0,0.0
606828,20210209,clip_39_2201,101,2021-02-09 22:01:00,-5.3,73,0.0,-9.4,49,3.0,0,0.0
606988,20210209,clip_41_2257,19,2021-02-09 22:57:00,-5.3,70,0.0,-10.0,50,2.7,0,0.0
607070,20210209,clip_41_2257,101,2021-02-09 22:57:00,-5.3,70,0.0,-10.0,50,2.7,0,0.0
607175,20210209,clip_42_2325,85,2021-02-09 23:25:00,-5.4,72,0.0,-9.6,46,3.2,0,0.0
607230,20210209,clip_43_2350,19,2021-02-09 23:50:00,-5.4,73,0.0,-9.5,43,2.8,0,0.0
607285,20210209,clip_43_2350,74,2021-02-09 23:50:00,-5.4,73,0.0,-9.5,43,2.8,0,0.0
603358,20210209,clip_11_0459,19,2021-02-09 04:59:00,-5.2,79,0.0,-8.3,45,4.1,0,0.0
603412,20210209,clip_11_0459,73,2021-02-09 04:59:00,-5.2,79,0.0,-8.3,45,4.1,0,0.0
603600,20210209,clip_13_0555,19,2021-02-09 05:55:00,-5.1,78,0.0,-8.4,44,3.3,0,0.0
603990,20210209,clip_16_0719,46,2021-02-09 07:19:00,-5.3,76,0.0,-8.9,48,3.6,4,0.0
604018,20210209,clip_16_0719,74,2021-02-09 07:19:00,-5.3,76,0.0,-8.9,48,3.6,4,0.0
604204,20210209,clip_18_0815,18,2021-02-09 08:15:00,-5.0,75,0.0,-8.7,54,3.9,42,0.0
604259,20210209,clip_18_0815,73,2021-02-09 08:15:00,-5.0,75,0.0,-8.7,54,3.9,42,0.0
604408,20210209,clip_19_0843,101,2021-02-09 08:43:00,-4.8,75,0.0,-8.6,50,4.5,69,0.0
604447,20210209,clip_20_0911,19,2021-02-09 09:11:00,-4.6,73,0.0,-8.7,51,4.0,98,0.0
604501,20210209,clip_20_0911,73,2021-02-09 09:11:00,-4.6,73,0.0,-8.7,51,4.0,98,0.0
604837,20210209,clip_23_1035,46,2021-02-09 10:35:00,-4.2,72,0.0,-8.5,51,4.3,169,0.0
604864,20210209,clip_23_1035,73,2021-02-09 10:35:00,-4.2,72,0.0,-8.5,51,4.3,169,0.0
605321,20210209,clip_27_1625,46,2021-02-09 16:25:00,-5.5,68,0.0,-10.5,42,2.9,1,0.0
605376,20210209,clip_27_1625,101,2021-02-09 16:25:00,-5.5,68,0.0,-10.5,42,2.9,1,0.0
605656,20210209,clip_30_1749,18,2021-02-09 17:49:00,-5.5,70,0.0,-10.1,47,3.2,0,0.0
605739,20210209,clip_30_1749,101,2021-02-09 17:49:00,-5.5,70,0.0,-10.1,47,3.2,0,0.0
605898,20210209,clip_32_1845,18,2021-02-09 18:45:00,-5.2,70,0.0,-9.9,48,3.3,0,0.0
605953,20210209,clip_32_1845,73,2021-02-09 18:45:00,-5.2,70,0.0,-9.9,48,3.3,0,0.0
606019,20210209,clip_33_1913,18,2021-02-09 19:13:00,-5.3,71,0.0,-9.7,50,2.8,0,0.0
606074,20210209,clip_33_1913,73,2021-02-09 19:13:00,-5.3,71,0.0,-9.7,50,2.8,0,0.0
606382,20210209,clip_36_2037,18,2021-02-09 20:37:00,-5.1,72,0.0,-9.4,53,3.2,0,0.0
606437,20210209,clip_36_2037,73,2021-02-09 20:37:00,-5.1,72,0.0,-9.4,53,3.2,0,0.0
606627,20210209,clip_38_2133,21,2021-02-09 21:33:00,-5.2,72,0.0,-9.4,52,2.9,0,0.0
606654,20210209,clip_38_2133,48,2021-02-09 21:33:00,-5.2,72,0.0,-9.4,52,2.9,0,0.0
606680,20210209,clip_38_2133,74,2021-02-09 21:33:00,-5.2,72,0.0,-9.4,52,2.9,0,0.0
606745,20210209,clip_39_2201,18,2021-02-09 22:01:00,-5.3,73,0.0,-9.4,49,3.0,0,0.0
606800,20210209,clip_39_2201,73,2021-02-09 22:01:00,-5.3,73,0.0,-9.4,49,3.0,0,0.0
607015,20210209,clip_41_2257,46,2021-02-09 22:57:00,-5.3,70,0.0,-10.0,50,2.7,0,0.0
607042,20210209,clip_41_2257,73,2021-02-09 22:57:00,-5.3,70,0.0,-10.0,50,2.7,0,0.0
607120,20210209,clip_42_2325,30,2021-02-09 23:25:00,-5.4,72,0.0,-9.6,46,3.2,0,0.0
607147,20210209,clip_42_2325,57,2021-02-09 23:25:00,-5.4,72,0.0,-9.6,46,3.2,0,0.0
607202,20210209,clip_42_2325,112,2021-02-09 23:25:00,-5.4,72,0.0,-9.6,46,3.2,0,0.0
607257,20210209,clip_43_2350,46,2021-02-09 23:50:00,-5.4,73,0.0,-9.5,43,2.8,0,0.0
607312,20210209,clip_43_2350,101,2021-02-09 23:50:00,-5.4,73,0.0,-9.5,43,2.8,0,0.0
602686,20210209,clip_5_0211,73,2021-02-09 02:11:00,-4.7,78,0.0,-7.9,49,3.9,0,0.0
602081,20210209,clip_0_0000,73,2021-02-09 00:00:00,-4.7,79,0.0,-7.8,51,3.2,0,0.0
602147,20210209,clip_1_0028,18,2021-02-09 00:28:00,-4.4,79,0.0,-7.6,49,3.6,0,0.0
602230,20210209,clip_1_0028,101,2021-02-09 00:28:00,-4.4,79,0.0,-7.6,49,3.6,0,0.0
602510,20210209,clip_4_0143,18,2021-02-09 01:43:00,-4.6,79,0.0,-7.8,49,3.9,0,0.0
602593,20210209,clip_4_0143,101,2021-02-09 01:43:00,-4.6,79,0.0,-7.8,49,3.9,0,0.0
602631,20210209,clip_5_0211,18,2021-02-09 02:11:00,-4.7,78,0.0,-7.9,49,3.9,0,0.0
602994,20210209,clip_8_0335,18,2021-02-09 03:35:00,-5.0,78,0.0,-8.2,48,3.4,0,0.0
602026,20210209,clip_0_0000,18,2021-02-09 00:00:00,-4.7,79,0.0,-7.8,51,3.2,0,0.0
603654,20210209,clip_13_0555,73,2021-02-09 05:55:00,-5.1,78,0.0,-8.4,44,3.3,0,0.0
604325,20210209,clip_19_0843,18,2021-02-09 08:43:00,-4.8,75,0.0,-8.6,50,4.5,69,0.0
606707,20210209,clip_38_2133,101,2021-02-09 21:33:00,-5.2,72,0.0,-9.4,52,2.9,0,0.0
605424,20210209,clip_28_1653,28,2021-02-09 16:53:00,-5.4,69,0.0,-10.2,47,3.2,0,0.0
605449,20210209,clip_28_1653,53,2021-02-09 16:53:00,-5.4,69,0.0,-10.2,47,3.2,0,0.0
605473,20210209,clip_28_1653,77,2021-02-09 16:53:00,-5.4,69,0.0,-10.2,47,3.2,0,0.0
605498,20210209,clip_28_1653,102,2021-02-09 16:53:00,-5.4,69,0.0,-10.2,47,3.2,0,0.0
605862,20210209,clip_31_1817,103,2021-02-09 18:17:00,-5.4,70,0.0,-10.0,53,3.1,0,0.0
602389,20210209,clip_3_0124,18,2021-02-09 01:24:00,-4.7,78,0.0,-8.0,50,4.2,0,0.0
602267,20210209,clip_2_0056,17,2021-02-09 00:56:00,-4.7,78,0.0,-8.0,51,3.4,0,0.0
602291,20210209,clip_2_0056,41,2021-02-09 00:56:00,-4.7,78,0.0,-8.0,51,3.4,0,0.0
602316,20210209,clip_2_0056,66,2021-02-09 00:56:00,-4.7,78,0.0,-8.0,51,3.4,0,0.0
602340,20210209,clip_2_0056,90,2021-02-09 00:56:00,-4.7,78,0.0,-8.0,51,3.4,0,0.0
602365,20210209,clip_2_0056,115,2021-02-09 00:56:00,-4.7,78,0.0,-8.0,51,3.4,0,0.0
602414,20210209,clip_3_0124,43,2021-02-09 01:24:00,-4.7,78,0.0,-8.0,50,4.2,0,0.0
602438,20210209,clip_3_0124,67,2021-02-09 01:24:00,-4.7,78,0.0,-8.0,50,4.2,0,0.0
607095,20210209,clip_42_2325,5,2021-02-09 23:25:00,-5.4,72,0.0,-9.6,46,3.2,0,0.0
607337,20210210,clip_0_0000,5,2021-02-10 00:00:00,-5.6,74,0.0,-9.4,39,2.7,0,0.0
613376,20210210,clip_49_2339,115,2021-02-10 23:39:00,-5.5,75,0.0,-9.2,22,1.6,0,0.0
610362,20210210,clip_25_1237,5,2021-02-10 12:37:00,-2.3,51,0.0,-11.2,41,2.8,338,10.0
609141,20210210,clip_14_0632,115,2021-02-10 06:32:00,-7.9,81,0.0,-10.6,35,1.4,0,0.0
611375,20210210,clip_33_1556,50,2021-02-10 15:56:00,-4.3,68,0.0,-9.4,26,1.8,17,0.0
609696,20210210,clip_19_0852,65,2021-02-10 08:52:00,-5.8,72,0.0,-10.0,38,1.8,137,10.0
611693,20210210,clip_36_1720,5,2021-02-10 17:20:00,-6.0,76,0.0,-9.6,40,1.2,0,0.0
608305,20210210,clip_8_0344,5,2021-02-10 03:44:00,-6.8,75,0.0,-10.4,24,2.3,0,0.0
609757,20210210,clip_20_1017,5,2021-02-10 10:17:00,-3.3,50,0.0,-12.3,36,2.9,318,10.0
612540,20210210,clip_43_2036,5,2021-02-10 20:36:00,-4.7,79,0.0,-7.8,13,2.5,0,0.0
609504,20210210,clip_17_0756,115,2021-02-10 07:56:00,-7.0,76,0.0,-10.5,40,1.5,51,0.0
611088,20210210,clip_31_1525,5,2021-02-10 15:25:00,-3.4,64,0.0,-9.3,21,2.2,82,0.5
607965,20210210,clip_5_0220,28,2021-02-10 02:20:00,-6.1,75,0.0,-9.9,33,2.0,0,0.0
611572,20210210,clip_35_1652,5,2021-02-10 16:52:00,-5.3,73,0.0,-9.4,19,1.3,0,0.0
610846,20210210,clip_29_1429,5,2021-02-10 14:29:00,-2.8,61,0.0,-9.1,25,2.7,199,10.0
610221,20210210,clip_23_1141,106,2021-02-10 11:41:00,-2.9,49,0.0,-12.1,23,2.7,341,10.0
612166,20210210,clip_39_1844,115,2021-02-10 18:44:00,-5.5,80,0.0,-8.4,5,1.9,0,0.0
613134,20210210,clip_47_2228,115,2021-02-10 22:28:00,-4.7,72,0.0,-8.9,56,2.6,0,0.0
608657,20210210,clip_10_0440,115,2021-02-10 04:40:00,-7.2,78,0.0,-10.3,20,2.3,0,0.0
608668,20210210,clip_11_0508,5,2021-02-10 05:08:00,-7.7,81,0.0,-10.5,26,1.4,0,0.0
611561,20210210,clip_34_1624,115,2021-02-10 16:24:00,-4.7,70,0.0,-9.3,26,1.6,5,0.0
611209,20210210,clip_32_1553,5,2021-02-10 15:53:00,-3.9,66,0.0,-9.4,26,2.0,30,0.0
612177,20210210,clip_40_1912,5,2021-02-10 19:12:00,-4.9,82,0.0,-7.5,3,2.3,0,0.0
607700,20210210,clip_3_0124,5,2021-02-10 01:24:00,-5.8,75,0.0,-9.6,43,2.4,0,0.0
609273,20210210,clip_16_0728,5,2021-02-10 07:28:00,-7.3,78,0.0,-10.5,35,1.5,17,0.0
611991,20210210,clip_38_1816,61,2021-02-10 18:16:00,-5.8,80,0.0,-8.6,8,1.5,0,0.0
609999,20210210,clip_22_1113,5,2021-02-10 11:13:00,-2.3,49,0.0,-11.7,51,2.1,346,10.0
610714,20210210,clip_27_1333,115,2021-02-10 13:33:00,-2.3,60,0.0,-9.0,34,1.7,291,10.0
609625,20210210,clip_18_0824,115,2021-02-10 08:24:00,-6.7,74,0.0,-10.6,43,1.8,75,0.0
609878,20210210,clip_21_1045,5,2021-02-10 10:45:00,-2.9,47,0.0,-12.6,45,2.3,333,10.0
610291,20210210,clip_24_1209,55,2021-02-10 12:09:00,-2.6,46,0.0,-12.6,31,2.6,348,10.0
613145,20210210,clip_48_2256,5,2021-02-10 22:56:00,-5.3,74,0.0,-9.3,38,2.1,0,0.0
608173,20210210,clip_6_0248,115,2021-02-10 02:48:00,-6.3,74,0.0,-10.2,30,1.9,0,0.0
612837,20210210,clip_45_2132,60,2021-02-10 21:32:00,-4.7,82,0.0,-7.3,10,2.6,0,0.0
612298,20210210,clip_41_1940,5,2021-02-10 19:40:00,-4.6,77,0.0,-8.0,29,2.8,0,0.0
608536,20210210,clip_9_0412,115,2021-02-10 04:12:00,-6.9,76,0.0,-10.4,17,2.4,0,0.0
608899,20210210,clip_12_0536,115,2021-02-10 05:36:00,-7.8,81,0.0,-10.4,30,1.2,0,0.0
611077,20210210,clip_30_1457,115,2021-02-10 14:57:00,-2.9,62,0.0,-9.2,14,2.9,139,10.0
611924,20210210,clip_37_1748,115,2021-02-10 17:48:00,-6.1,78,0.0,-9.3,18,1.3,0,0.0
609262,20210210,clip_15_0700,115,2021-02-10 07:00:00,-7.7,79,0.0,-10.6,40,1.7,2,0.0
608184,20210210,clip_7_0316,5,2021-02-10 03:16:00,-6.6,75,0.0,-10.3,27,2.1,0,0.0
612423,20210210,clip_42_2008,9,2021-02-10 20:08:00,-4.9,77,0.0,-8.4,17,2.2,0,0.0
607518,20210210,clip_1_0028,65,2021-02-10 00:28:00,-5.7,75,0.0,-9.4,44,2.9,0,0.0
610538,20210210,clip_26_1305,60,2021-02-10 13:05:00,-2.4,56,0.0,-10.1,38,2.6,316,10.0
607821,20210210,clip_4_0152,5,2021-02-10 01:52:00,-6.0,74,0.0,-9.9,36,2.0,0,0.0
610725,20210210,clip_28_1401,5,2021-02-10 14:01:00,-2.7,61,0.0,-9.2,31,2.7,248,10.0
612688,20210210,clip_44_2104,32,2021-02-10 21:04:00,-4.7,81,0.0,-7.4,11,2.3,0,0.0
612985,20210210,clip_46_2200,87,2021-02-10 22:00:00,-4.7,83,0.0,-7.2,25,1.8,0,0.0
